compound_name	inchi_key	adduct	mz	rt_peak	rt_min	rt_max	mz_tolerance	polarity	identification_notes	classes	pathways	source	rt_space	tags
3-methyl-2-[(3,4,5-trimethoxybenzoyl)amino]butanoic acid	QTUHHHIOMGXNRY-UHFFFAOYSA-N	[M-H]-	310.129587	4.04736275	3.847362752	4.24736275		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_32_P-4-R-H_1_Rg90to1350-CE102040--S1_Run167.mzML	HF_Aug2019	
10-deacetylbaccatin-iii	YWLXLRUDGLRYDR-UHFFFAOYSA-N	[M+formate]-	589.229048	4.04895218	3.84895218	4.248952177		negative				20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_NEG_MSMS_77_P-10-R-E_1_Rg90to1350-CE102040--S1_Run392.mzML	HF_Aug2019	
s-(4-nitrobenzyl)-6-thioinosine	DYCJFJRCWPVDHY-UHFFFAOYSA-N	[M+formate]-	464.088155	4.049344581	3.849344581	4.249344581		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_298_P-38-R-B_1_Rg90to1350-CE102040--S1_Run1497.mzML	HF_Aug2019	
n-(4-chlorophenyl)-2-(9-methyl-6-oxohydropurin-8-ylthio)acetamide	VRIPABPTSRWHBK-UHFFFAOYSA-N	[M-H]-	348.032723	4.05256101	3.852561009	4.25256101		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_164_P-21-R-D_1_Rg90to1350-CE102040--S1_Run827.mzML	HF_Aug2019	
FUROSEMIDE	ZZUFCTLCJUWOSV-UHFFFAOYSA-N	[M-H]-	329.00044413200004	4.053322687226617	3.5533226872266166	4.553322687226617		negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_NEG_MS2_25_MS-P3-C6_1_Rg80to1200-CE102040norm--S1_Run140.h5	HF_Aug2019	
ethyl 3-ethyl-4-hydroxy-2-oxohydroquinoline-6-carboxylate	SXNFVFUSWREOIQ-UHFFFAOYSA-N	[M-H]-	260.092808	4.05363957	3.853639573	4.25363957		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_125_P-16-R-E_1_Rg90to1350-CE102040--S1_Run632.mzML	HF_Aug2019	
n-(4-fluoro-2-methylphenyl)-2-{4-[(7-methyl-2-oxochromen-4-yl)methyl]piperazin yl}acetamide	ITTXMQCYMHXRHC-UHFFFAOYSA-N	[M-H]-	422.18852	4.05508984	3.855089838	4.25508984		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_148_P-19-R-D_1_Rg90to1350-CE102040--S1_Run747.mzML	HF_Aug2019	
(-)-erythromycin hydrate	ULGZDMOVFRHVEP-WOXAMKFWSA-N	[M+formate]-	778.459442	4.05601177	3.85601177	4.25601177		negative				20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_NEG_MSMS_17_P-3-R-A_1_Rg90to1350-CE102040--S1_Run92.mzML	HF_Aug2019	
n-(2-chloro-4-methylphenyl)-2-(9-methyl-6-oxohydropurin-8-ylthio)acetamide	LWWCBDJAUWTGKM-UHFFFAOYSA-N	[M-H]-	362.048373	4.05681733	3.85681733	4.25681733		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_154_P-20-R-B_1_Rg90to1350-CE102040--S1_Run777.mzML	HF_Aug2019	
2-(methoxycarbonylamino)-4-phenylbutanoic acid	BAFWWCWWCIJIKN-UHFFFAOYSA-N	[M-H]-	236.092808	4.05705011	3.857050109	4.257050109		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_235_P-30-R-C_1_Rg90to1350-CE102040--S1_Run1182.mzML	HF_Aug2019	
ethyl 3-{N-[2-(4-chlorophenyl)acetylamino]carbamoyl}propanoate	BRDFXYDEIUTGBW-UHFFFAOYSA-N	[M-H]-	311.080385	4.05833703	3.85833703	4.25833703		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_203_P-26-R-C_1_Rg90to1350-CE102040--S1_Run1022.mzML	HF_Aug2019	
n-(2-fluorophenyl)-2-[4-(morpholin-4-ylcarbonyl)-2-oxohydroquinolyl]acetamide	QCRBEAAJCUATDT-UHFFFAOYSA-N	[M-H]-	408.136484	4.05872183	3.85872183	4.258721827		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_138_P-18-R-B_1_Rg90to1350-CE102040--S1_Run697.mzML	HF_Aug2019	
n-[(1e)-2-(2-hydroxynaphthyl)-1-azavinyl]-2-(3,5-dioxo(2h,4h-1,2,4-triazin-6-y l))acetamide	SQGCPNYRAGYYMA-CAOOACKPSA-N	[M-H]-	338.089454	4.058863834	3.858863834	4.258863834		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_32_P-4-R-H_1_Rg90to1350-CE102040--S1_Run167.mzML	HF_Aug2019	
cortisone	MFYSYFVPBJMHGN-ZPOLXVRWSA-N	[M-H]-	359.186374	4.060357499	3.860357499	4.260357499		negative				20190108_KBL_TN_EMA_MSMLS_Plt5n7_QE-HF_C18_USDAY46918_Stds1_NEG_MSMS_55_P-7-R-G_1_Rg70to1050-CE102040--S1_Run83.mzML	HF_Aug2019	
5-(3,4-dimethoxybenzamido)-2-(methylamino)-1,3-thiazole-4-carboxamide	YOEYAHAJBNRCQL-UHFFFAOYSA-N	[M-H]-	335.081926	4.06095762	3.86095762	4.26095762		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_167_P-21-R-G_1_Rg90to1350-CE102040--S1_Run842.mzML	HF_Aug2019	
HYDROCORTISONE	JYGXADMDTFJGBT-YDAVOWJHSA-N	[M+Cl]-	397.1787260599999	4.062632284000321	3.562632284000321	4.562632284000321		negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_NEG_MS2_5_MS-P1-C6_1_Rg80to1200-CE205060norm--S1_Run37.h5	HF_Aug2019	
3',4'-dihydroxyflavonol	KPGMHZQXQVDYNT-UHFFFAOYSA-N	[M-H]-	269.045523	4.06403847	3.864038467	4.26403847		negative				20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_NEG_MSMS_83_P-Iso1n2n3n4n5n6-V3_1_Rg90to1350-CE102040--S1_Run422.mzML	HF_Aug2019	
3-{[1-(tert-butyl)(1,2,3,4-tetraazol-5-yl)][4-benzylpiperazinyl]methyl}-6-etho xyhydroquinolin-2-one	NEHSMRMOOSXSBN-UHFFFAOYSA-N	[M-H]-	500.277923	4.06584146	3.865841463	4.26584146		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_281_P-36-R-A_1_Rg90to1350-CE102040--S1_Run1412.mzML	HF_Aug2019	
4-{[4-(ethoxycarbonyl)phenyl]amino}-4-oxobut-2-enoic acid	PGHXVUXXQIGFAM-BQYQJAHWSA-N	[M-H]-	262.072073	4.06692128	3.86692128	4.26692128		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_233_P-30-R-A_1_Rg90to1350-CE102040--S1_Run1172.mzML	HF_Aug2019	
n-cyclohexyl-2-{4-[(6-ethoxy-2-oxochromen-4-yl)methyl]piperazinyl}acetamide	LYWPEGJTHVKGJZ-UHFFFAOYSA-N	[M+formate]-	472.245308	4.06819644	3.868196444	4.26819644		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_146_P-19-R-B_1_Rg90to1350-CE102040--S1_Run737.mzML	HF_Aug2019	
n-[(3,4-dimethoxyphenyl)methyl](4-oxo(3-hydrophthalazinyl))carboxamide	DZIBUUFCEJZIGR-UHFFFAOYSA-N	[M-H]-	338.114606	4.06958391	3.86958391	4.26958391		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_62_P-8-R-F_1_Rg90to1350-CE102040--S1_Run317.mzML	HF_Aug2019	
cevadine	DBUCFOVFALNEOO-YRXNIAOOSA-N	[M-H]-	590.3334321	4.06977048	3.869770481	4.26977048		negative				20190115_KBL_TN_EMA_Enzo_Pl1to6_QE-HF_C18_USDAY46918_Stds1_NEG_MSMS_2_P-1-R-B_1_Rg90to1350-CE102040--S1_Run17.mzML	HF_Aug2019	
2-{4-[(6-ethoxy-2-oxochromen-4-yl)methyl]piperazinyl}-n-(4-fluorophenyl)acetam ide	DYIHRLDJILTPIW-UHFFFAOYSA-N	[M+formate]-	484.1889355	4.07118545	3.871185452	4.27118545		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_148_P-19-R-D_1_Rg90to1350-CE102040--S1_Run747.mzML	HF_Aug2019	
n-benzothiazol-2-yl-2-(1,3-dimethyl-2,6-dioxo(1,3,7-trihydropurin-7-yl))acetam ide	ABSGSRABKMESPA-UHFFFAOYSA-N	[M-H]-	369.077509	4.07240269	3.87240269	4.27240269		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_40_P-5-R-H_1_Rg90to1350-CE102040--S1_Run207.mzML	HF_Aug2019	
naringenin	FTVWIRXFELQLPI-UHFFFAOYSA-N	[M-H]-	271.061174	4.07263658	3.872636577	4.27263658		negative				20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_NEG_MSMS_32_P-4-R-H_1_Rg90to1350-CE102040--S1_Run167.mzML	HF_Aug2019	
phloretin	VGEREEWJJVICBM-UHFFFAOYSA-N	[M-H]-	273.076824	4.07327653	3.87327653	4.27327653		negative				20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_NEG_MSMS_28_P-4-R-D_1_Rg90to1350-CE102040--S1_Run147.mzML	HF_Aug2019	
2-{2-[(2e)-3-(3,4,5-trimethoxyphenyl)-1,2-diazabut-2-enylidene]-4-oxo-1,3-thia zolidin-5-yl}acetic acid	DKFSJRHWNMDTRU-QGMBQPNBSA-N	[M-H]-	380.092156	4.07396979	3.87396979	4.27396979		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_58_P-8-R-B_1_Rg90to1350-CE102040--S1_Run297.mzML	HF_Aug2019	
7-amino-5-(3-fluorophenyl)-1,3-dimethyl-2,4-dioxo-1,3-dihydro-5h-pyrano[2,3-d] pyrimidine-6-carbonitrile	NYPLNLPOGVPRIC-UHFFFAOYSA-N	[M-H]-	327.089869	4.074355844	3.874355844	4.274355844		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_20_P-3-R-D_1_Rg90to1350-CE102040--S1_Run107.mzML	HF_Aug2019	
(2e)-n-[4-(acetylamino)phenyl]-3-(3,4-dimethoxyphenyl)prop-2-enamide	CAJRMIREDGTYSA-VZUCSPMQSA-N	[M-H]-	339.1350071	4.0758788	3.875878797	4.2758788		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_46_P-6-R-F_1_Rg90to1350-CE102040--S1_Run237.mzML	HF_Aug2019	
genistein	TZBJGXHYKVUXJN-UHFFFAOYSA-N	[M-H]-	269.045523	4.07714984	3.877149839	4.27714984		negative				20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_NEG_MSMS_82_P-Iso1n2n3n4n5n6-V2_1_Rg90to1350-CE102040--S1_Run417.mzML	HF_Aug2019	
n-cyclopentyl-2-(6-oxo-9-phenylhydropurin-8-ylthio)acetamide	VWMLCJAKAZDJBE-UHFFFAOYSA-N	[M-H]-	368.118646	4.07811893	3.87811893	4.27811893		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_190_P-24-R-F_1_Rg90to1350-CE102040--S1_Run957.mzML	HF_Aug2019	
n-(3-fluorophenyl)-2-[4-(n-methylcarbamoyl)-2-oxohydroquinolyl]acetamide	ZYWNXZKEEMTJGW-UHFFFAOYSA-N	[M-H]-	352.1102696	4.08038295	3.88038295	4.28038295		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_148_P-19-R-D_1_Rg90to1350-CE102040--S1_Run747.mzML	HF_Aug2019	
2-[2-(3-ethoxy-4-hydroxyphenyl)-6-hydroxy-3-azabicyclo[4.4.0]dec-3-yl]-n-napht hylacetamide	LIEPOPJIKJBLKK-UHFFFAOYSA-N	[M+formate]-	519.250059	4.08104944	3.88104944	4.28104944		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_129_P-17-R-A_1_Rg90to1350-CE102040--S1_Run652.mzML	HF_Aug2019	
(e)-3-(1-ethyl-3-methylpyrazol-4-yl)-1-(4-hydroxyphenyl)prop-2-en-1-one	SFCUSJOYYNAHAS-RMKNXTFCSA-N	[M-H]-	255.113878	4.08150387	3.88150387	4.28150387		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_104_P-13-R-H_1_Rg90to1350-CE102040--S1_Run527.mzML	HF_Aug2019	
n-(3-fluoro-4-methylphenyl)-2-(9-methyl-6-oxohydropurin-8-ylthio)acetamide	CCGCPSSMXFCKOU-UHFFFAOYSA-N	[M-H]-	346.077924	4.08239181	3.88239181	4.28239181		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_156_P-20-R-D_1_Rg90to1350-CE102040--S1_Run787.mzML	HF_Aug2019	
4'-hydroxy-5-methoxyflavone	SOXQLRMCWAKIPS-UHFFFAOYSA-N	[M-H]-	267.0662589	4.08284704	3.88284704	4.28284704		negative				20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_NEG_MSMS_21_P-3-R-E_1_Rg90to1350-CE102040--S1_Run112.mzML	HF_Aug2019	
dihydroergocristine	DEQITUUQPICUMR-HJPBWRTMSA-N	[M-H]-	610.303469	4.08467011	3.88467011	4.28467011		negative				20190115_KBL_TN_EMA_Enzo_Pl1to6_QE-HF_C18_USDAY46918_Stds1_NEG_MSMS_4_P-1-R-D_1_Rg90to1350-CE102040--S1_Run27.mzML	HF_Aug2019	
6-amino-3-(tert-butyl)-4-(4-hydroxy-3-methoxyphenyl)-4h-pyrano[3,2-d]pyrazole- 5-carbonitrile	KWNGCDRVFPCQSZ-UHFFFAOYSA-N	[M-H]-	339.146241	4.08540664	3.88540664	4.28540664		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_120_P-15-R-H_1_Rg90to1350-CE102040--S1_Run607.mzML	HF_Aug2019	
methyl (2e)-3-{3-[(methylsulfonyl)amino]phenyl}acrylate	VMCLCMXWSFKFAX-VOTSOKGWSA-N	[M-H]-	254.049229	4.08593552	3.885935519	4.285935519		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_203_P-26-R-C_1_Rg90to1350-CE102040--S1_Run1022.mzML	HF_Aug2019	
(2e)-3-[4-(pyrrolidin-1-ylsulfonyl)phenyl]acrylic acid	HEVXYJIQQRXSEG-VMPITWQZSA-N	[M-H]-	280.064879	4.08692722	3.88692722	4.28692722		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_88_P-11-R-H_1_Rg90to1350-CE102040--S1_Run447.mzML	HF_Aug2019	
n-(3,4-dimethylphenyl)-2-(9-methyl-6-oxohydropurin-8-ylthio)acetamide	DMQJNQLCWDQKSE-UHFFFAOYSA-N	[M-H]-	342.1029958	4.08837211	3.88837211	4.288372105		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_155_P-20-R-C_1_Rg90to1350-CE102040--S1_Run782.mzML	HF_Aug2019	
methyl 6-(3-bromo-4-hydroxy-5-methoxyphenyl)-3,4-dimethyl-2-oxo-1,3,6-trihydro pyrimidine-5-carboxylate	BCEQAFYQTMMWMG-UHFFFAOYSA-N	[M-H]-	383.024784	4.08988229	3.889882294	4.28988229		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_21_P-3-R-E_1_Rg90to1350-CE102040--S1_Run112.mzML	HF_Aug2019	
2-(3-methyl-8-((4-methylbenzyl)thio)-2,6-dioxo-2,3-dihydro-1h-purin-7(6h)-yl)acetamide	UDDCQELFIQHXGJ-UHFFFAOYSA-N	[M-H]-	358.09791	4.09053527	3.89053527	4.29053527		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_203_P-26-R-C_1_Rg90to1350-CE102040--S1_Run1022.mzML	HF_Aug2019	
2-{2-[4-(diethylamino)phenyl]-6-hydroxy-3-azabicyclo[4.4.0]dec-3-yl}-n-(4-meth oxyphenyl)acetamide	ATAIQLAAFSDANW-UHFFFAOYSA-N	[M+Cl]-	500.268542	4.0905624	3.890562404	4.2905624		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_131_P-17-R-C_1_Rg90to1350-CE102040--S1_Run662.mzML	HF_Aug2019	
n-(5-chloro-2-methylphenyl)-2-(9-methyl-6-oxohydropurin-8-ylthio)acetamide	OXOUBKJBCUXTKQ-UHFFFAOYSA-N	[M-H]-	362.048373	4.09118506	3.891185057	4.29118506		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_162_P-21-R-B_1_Rg90to1350-CE102040--S1_Run817.mzML	HF_Aug2019	
ethyl 4-(3-acetylanilino)-4-oxobutanoate	GVTVUPIBJMSGSK-UHFFFAOYSA-N	[M-H]-	262.108458	4.09485434	3.89485434	4.29485434		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_51_P-7-R-C_1_Rg90to1350-CE102040--S1_Run262.mzML	HF_Aug2019	
n-(2-chlorophenyl)-2-[4-(n-methylcarbamoyl)-2-oxohydroquinolyl]acetamide	OZDOKRCPZIHCAA-UHFFFAOYSA-N	[M-H]-	368.080719	4.0952409	3.8952409	4.2952409		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_145_P-19-R-A_1_Rg90to1350-CE102040--S1_Run732.mzML	HF_Aug2019	
silibinin	SEBFKMXJBCUCAI-HKTJVKLFSA-N	[M-H]-	481.113997	4.09586258	3.895862581	4.29586258		negative				20190115_KBL_TN_EMA_Enzo_Pl1to6_QE-HF_C18_USDAY46918_Stds1_NEG_MSMS_49_P-Iso1n2n3n4n5n6-V1_1_Rg90to1350-CE102040--S1_Run252.mzML	HF_Aug2019	
(2S,3R)-3,5,7-trihydroxy-2-[(2R,3R)-3-(4-hydroxy-3-methoxyphenyl)-2-(hydroxymethyl)-2,3-dihydro-1,4-benzodioxin-6-yl]-2,3-dihydrochromen-4-one	SEBFKMXJBCUCAI-YFJHUXEUSA-N	[M-H]-	481.113997	4.09848128	3.89848128	4.29848128		negative				20190115_KBL_TN_EMA_Enzo_Pl1to6_QE-HF_C18_USDAY46918_Stds1_NEG_MSMS_50_P-Iso1n2n3n4n5n6-V2_1_Rg90to1350-CE102040--S1_Run257.mzML	HF_Aug2019	
2-(9-ethyl-6-oxohydropurin-8-ylthio)-n-[2-(trifluoromethyl)phenyl]acetamide	KFYWLOZRWANOHW-UHFFFAOYSA-N	[M-H]-	396.0747303	4.09850007	3.898500067	4.29850007		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_189_P-24-R-E_1_Rg90to1350-CE102040--S1_Run952.mzML	HF_Aug2019	
1-acetyl-2-hydroxy-3,4-dimethoxybenzene	BCEPNLMYVYJIHU-UHFFFAOYSA-N	[M-H]-	195.066259	4.10025047	3.90025047	4.300250466		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_238_P-30-R-F_1_Rg90to1350-CE102040--S1_Run1197.mzML	HF_Aug2019	
6,7-dihydroxyflavone	GSAOUZGPXSGVRS-UHFFFAOYSA-N	[M-H]-	253.050609	4.10115566	3.901155658	4.30115566		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_92_P-12-R-D_1_Rg90to1350-CE102040--S1_Run467.mzML	HF_Aug2019	
gitoxigenin	PVAMXWLZJKTXFW-UHFFFAOYSA-N	[M+formate]-	435.238825	4.10387736	3.90387736	4.30387736		negative				20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_NEG_MSMS_74_P-10-R-B_1_Rg90to1350-CE102040--S1_Run377.mzML	HF_Aug2019	
2-[bisbenzylamino]-1-(4-hydroxy-3-methoxyphenyl)ethan-1-one, chloride	QXVWXZGTMHKLSF-UHFFFAOYSA-N	[M-H]-	360.160494	4.1040723	3.9040723	4.3040723		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_84_P-11-R-D_1_Rg90to1350-CE102040--S1_Run427.mzML	HF_Aug2019	
4-(3-carbazol-9-yl-2-hydroxypropyl)piperazinyl phenyl ketone	RUTWJFHUJLHOGI-UHFFFAOYSA-N	[M+formate]-	458.208528	4.104094458	3.904094458	4.304094458		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_204_P-26-R-D_1_Rg90to1350-CE102040--S1_Run1027.mzML	HF_Aug2019	
6,2'-dihydroxyflavone	YCGXYGWBHFKQHY-UHFFFAOYSA-N	[M-H]-	253.050609	4.10705183	3.90705183	4.307051828		negative				20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_NEG_MSMS_82_P-Iso1n2n3n4n5n6-V2_1_Rg90to1350-CE102040--S1_Run417.mzML	HF_Aug2019	
2-(hydroxymethyl)-5-[6-hydroxy-2-(2-methylpropanoylamino)purin-9-yl]oxolan-3-y l 2-methylpropanoate	YGXHUYJWEQYFFW-UHFFFAOYSA-N	[M-H]-	406.173184	4.10813957	3.908139573	4.30813957		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_300_P-38-R-D_1_Rg90to1350-CE102040--S1_Run1507.mzML	HF_Aug2019	
methyl 4-(3-chloro-4-hydroxy-5-methoxyphenyl)-2-methyl-5-oxo-1,4,5,6,7,8-hexahydroquinoline-3-carboxylate	AWRDPPOFOQSLSL-UHFFFAOYSA-N	[M-H]-	376.0957	4.10832011	3.908320113	4.308320113		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_128_P-16-R-H_1_Rg90to1350-CE102040--S1_Run647.mzML	HF_Aug2019	
methyl 2-methyl-5-oxo-4-(3,4,5-trimethoxyphenyl)-1,4,5,6,7,8-hexahydroquinoline-3-carboxylate	OQVPVEPWRLNVGD-UHFFFAOYSA-N	[M-H]-	386.160888	4.11268383	3.91268383	4.31268383		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_127_P-16-R-G_1_Rg90to1350-CE102040--S1_Run642.mzML	HF_Aug2019	
ethyl 4-[2-(9-methyl-6-oxohydropurin-8-ylthio)acetylamino]benzoate	WRDZCBOZERZYAN-UHFFFAOYSA-N	[M-H]-	386.092825	4.11568893	3.91568893	4.315688932		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_166_P-21-R-F_1_Rg90to1350-CE102040--S1_Run837.mzML	HF_Aug2019	
propenamide, 2-acetylamino-3-(3,4-methylenedioxyphenyl)-n-benzyl-	BDWXGEIHUXSMQS-CXUHLZMHSA-N	[M-H]-	337.1193571	4.117787649	3.917787649	4.317787649		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_276_P-35-R-D_1_Rg90to1350-CE102040--S1_Run1387.mzML	HF_Aug2019	
1-acetyl-3-{[2-(ethylpropyl)quinazolin-4-yl]amino}benzene	LVGFUQQKJNSKPM-UHFFFAOYSA-N	[M-H]-	332.176812	4.11845753	3.918457533	4.31845753		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_36_P-5-R-D_1_Rg90to1350-CE102040--S1_Run187.mzML	HF_Aug2019	
3-hydroxy-6,6-dimethyl-2-(3,4,5-trimethoxyphenyl)-3,5,6,7-tetrahydrobenzimidaz ol-4-one	JZWFFWPWYDAKAR-UHFFFAOYSA-N	[M-H]-	345.145572	4.11926656	3.91926656	4.31926656		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_245_P-31-R-E_1_Rg90to1350-CE102040--S1_Run1232.mzML	HF_Aug2019	
penicillin g	JGSARLDLIJGVTE-MBNYWOFBSA-N	[M-H]-	333.0914281	4.12208805	3.92208805	4.32208805		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_35_P-5-R-C_1_Rg90to1350-CE102040--S1_Run182.mzML	HF_Aug2019	
apigenin	KZNIFHPLKGYRTM-UHFFFAOYSA-N	[M-H]-	269.045523	4.12262152	3.922621518	4.32262152		negative				20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_NEG_MSMS_23_P-3-R-G_1_Rg90to1350-CE102040--S1_Run122.mzML	HF_Aug2019	
